12.588572,13.028571,12.524285,12.562857,8.504509
12.704286,12.962857,12.554286,12.624286,8.546093
12.882857,13.252857,12.778571,13.024285,8.816873
12.922857,13.124286,12.635715,12.691428,8.591543
12.62,12.628572,11.761429,12.185715,8.249202
12.025714,12.514286,11.795714,11.872857,8.037408
12.124286,12.738571,12.051429,12.661428,8.571235
12.83,13.438571,12.797143,13.24,8.962903
13.271428,13.797143,13.142858,13.764286,9.317823
13.757143,13.885715,13.572857,13.704286,9.277205
13.79,13.912857,13.454286,13.631429,9.227886
13.605714,14.241428,13.581429,14.237143,9.637927
14.272857,14.782857,14.245714,14.502857,9.817801
14.55,14.742857,14.321428,14.517143,9.827475
14.584286,14.73,14.367143,14.512857,9.824574
14.672857,15.451428,14.535714,15.38,10.411591
15.194285,15.634286,15.055715,15.214286,10.299409
15.368571,15.48,14.837143,15.212857,10.298442
15.404285,15.711429,15.368571,15.695714,10.625315
15.461429,15.504286,15.2,15.264286,10.33326
14.93,15.001429,14.658571,14.927143,10.105026
15.064285,15.35,15,15.017143,10.165954
14.87,15.571428,14.841429,15.527143,10.511199
15.734285,16.392857,15.682858,16.101429,10.899968
16.312857,16.59,16.217142,16.57,11.21717
16.42,16.964285,16.182858,16.921429,11.455072
16.647142,16.667143,16.312857,16.428572,11.121429
16.49,16.684286,16.368572,16.617144,11.249084
16.917143,17.142857,16.851429,17.081429,11.563385
17.144285,17.282858,17,17.174286,11.626245
17.081429,17.167143,16.75,16.901428,11.44153
16.742857,16.892857,16.537144,16.805714,11.376739
17.027143,17.592857,16.969999,17.35,11.745196
17.311428,17.75,17.178572,17.631428,11.935712
17.389999,17.57,17.022858,17.214285,11.653324
16.984285,17.448572,16.942858,17.394285,11.775176
17.518572,17.907143,17.314285,17.358572,11.751001
18.088572,18.171429,17.644285,17.914286,12.127191
17.805714,17.877142,17.567142,17.700001,11.982131
17.557142,17.857143,17.522858,17.818571,12.062399
17.621429,18.030001,17.608572,17.700001,11.982131
17.835714,18.121429,17.690001,17.877142,12.102046
18.031429,18.142857,17.845715,17.975714,12.168777
17.971428,18.278572,17.971428,18.177143,12.305137
18.32,18.892857,18.24,18.867144,12.772235
18.821428,18.98,18.731428,18.95857,12.834129
19.047142,19.071428,18.602858,18.928572,12.813819
18.904285,18.912857,18.271429,18.437143,12.481143
18.434286,18.747143,18.037144,18.455715,12.493717
18.195715,18.70857,18.16,18.51,12.530465
18.508572,18.530001,17.607143,17.774286,12.032417
17.601429,17.717142,17.054285,17.07,11.555648
17.111429,17.647142,17.1,17.564285,11.890261
17.474285,17.802856,17.372858,17.488571,11.839001
17.675714,18.1,17.367144,18.092857,12.248076
18.117144,18.472857,17.962856,18.207144,12.325444
18.232857,18.45857,17.9,17.981428,12.172646
17.878571,18.111429,17.555714,17.74,12.009209
17.721428,17.74,17.392857,17.5,11.84674
17.822857,18.690001,17.792856,18.682858,12.647484
18.825714,19.282858,18.701429,19.007143,12.867011
19.064285,19.341429,18.861429,19.295713,13.062359
19.341429,19.414286,19.121429,19.401428,13.133922
19.495714,19.998571,19.428572,19.907143,13.47627
19.855715,20.191429,19.764286,19.927143,13.48981
20,20.158571,19.867144,20.135714,13.631005
20.018572,20.597143,20.005714,20.534286,13.900819
20.758572,20.914286,20.45857,20.667143,13.990757
20.545713,20.604286,19.918571,20.549999,13.911457
20.544285,20.651428,20.078571,20.388571,13.802178
20.325714,20.335714,19.757143,20.035715,13.563311
19.935715,20.222857,19.792856,19.992857,13.534294
19.83,19.871429,19.434286,19.567142,13.246104
19.43,19.561428,19.27,19.441429,13.160999
19.522858,19.781429,19.442858,19.478571,13.186146
19.524286,19.635714,19.218571,19.368572,13.111683
19.444286,19.714285,19.370001,19.411428,13.140691
19.724285,19.928572,19.557142,19.925714,13.488843
