273.429993,273.98999,270.399994,271.23999
271,277.399994,270.359985,274.130005
275.23999,276.5,272.640015,275.100006
269.670013,270,263.529999,265.73999
264.980011,267.26001,260.049988,261.820007
259.299988,261.48999,257.119995,257.890015
258.399994,259.5,252.619995,256.410004
258.049988,259.76001,254.550003,257.279999
256.109985,257,252.679993,253.389999
254.550003,257.769989,252.070007,257.75
258.579987,259.429993,254.5,256.019989
257.049988,261.480011,256.279999,260.309998
258.75,265.929993,257.899994,265.299988
265.820007,267.380005,264.059998,266.48999
266.980011,267.399994,261.01001,261.609985
262.399994,265.890015,260.549988,263.320007
262.119995,263.670013,257.75,259.029999
259.230011,260.410004,256.119995,259.079987
255.720001,256.179993,253.669998,255.479996
255.919998,259.679993,255.630005,258.950012
258.850006,262.609985,257,261.140015
261.779999,265.980011,259.320007,264.769989
264.73999,270.970001,264.73999,269.850006
270.119995,273.269989,267.019989,272.869995
271.079987,275.119995,267.100006,267.720001
269.309998,272.799988,268.059998,272.339996
270.799988,270.850006,264.25,267.399994
266.809998,266.98999,256.600006,259.420013
258.160004,262.880005,257.5,260.320007
259.350006,264.600006,258.029999,263.549988
264.5,269.869995,264.5,268.899994
269.5,271.470001,266.809998,268.779999
271.529999,275.799988,270.5,274.700012
269.970001,272.019989,252.809998,254.809998
254.899994,257.01001,249.149994,249.740005
249.369995,254.679993,248.559998,253.809998
253.899994,254.199997,245.75,248.229996
248.940002,252.929993,245.779999,252.550003
256.140015,259.25,254.699997,258.049988
258.089996,259.5,253.419998,255.720001
256.309998,259.73999,252.910004,257.730011
256.869995,260.299988,255.330002,258.679993
258.730011,263.549988,256.880005,260.160004
260.880005,263.649994,260.209991,263.630005
262.769989,265.880005,262,264.51001
264.5,269.399994,264.029999,268.329987
267.070007,269.049988,264.559998,266.559998
265.959991,268.429993,263.850006,264.119995
265.829987,269.980011,265,269.899994
269,271.790009,266.5,267.630005
268.73999,270.769989,267.660004,268.859985
267.390015,267.589996,260.799988,262.959991
260.48999,263.170013,259.589996,261.799988
259.850006,261.929993,258.339996,261.73999
266.480011,271.100006,266,267.290009
265.459991,268.25,264.839996,265.529999
265.709991,268.570007,265.609985,266.829987
266,271.910004,265.940002,269.200012
268.959991,269.109985,262.950012,266.880005
267,268.880005,263.019989,265.700012
265.809998,271.660004,265.019989,267.170013
267.75,270.5,264.209991,267.829987
269.73999,280.100006,269.130005,276.869995
276.679993,282.470001,275.23999,281.070007
276,278.410004,274.23999,274.779999
276.600006,276.799988,270.450012,271.670013
271.5,276.799988,270.290009,275.790009
275,277.070007,273.440002,273.98999
276.350006,280.200012,275.649994,278.059998
279.079987,282.910004,278.109985,281.76001
281.26001,283.339996,277.869995,278.160004
275.140015,278.600006,272.390015,273.440002
274.570007,275.839996,269.790009,273.359985
271.290009,273.160004,265,270.609985
272.299988,273.470001,269,272.089996
273.980011,277.980011,273.5,277.570007
279.179993,280.200012,274.540009,277.549988
276.190002,279.829987,276.190002,277.690002
279,283.290009,277.160004,282.100006
281.040009,286.579987,280.589996,283.730011
282,285.399994,282,284.029999
285,286.380005,282.070007,285.880005
286.420013,291.670013,286.140015,290.589996
291,292.570007,288.01001,291.529999
291.410004,293.339996,289.399994,292.329987
294.98999,300.690002,292.100006,299.660004
298.690002,307.549988,298.5,307.549988
307.269989,307.98999,304.350006,306.570007
307.299988,309.390015,305.51001,306.869995
306.970001,308.799988,305.690002,308.690002
306.269989,306.339996,301.869995,304.109985
304.390015,305.790009,301.910004,305.230011
309.25,309.25,302,303.480011
303.160004,305.059998,300.559998,301.059998
303.019989,303.839996,298.040009,298.940002
299,304.5,296.75,303.399994
299.549988,313.619995,295.549988,312.01001
311.070007,313,305.899994,306.100006
307.720001,309.779999,301.570007,302.410004
303.910004,305.149994,301,301.220001
303.079987,306.209991,298.899994,305.570007
304.630005,305.329987,301.5,304.209991
303.399994,303.619995,298.299988,300.98999
300.51001,301.359985,297.519989,300.75
300.149994,300.98999,296.149994,296.910004
298.519989,298.519989,292.549988,295.73999
295.679993,299.269989,294.299988,297.26001
295.790009,299.079987,295.26001,296.690002
295.880005,296.369995,290.670013,293.970001
294.290009,294.290009,290.540009,291.339996
288.790009,289.299988,285.149994,286.470001
286.549988,288.329987,284.5,284.820007
285.190002,289.559998,283.480011,285.570007
285.880005,289.51001,285.73999,287.089996
285.089996,288.5,283.829987,284.570007
284.799988,289.869995,284.799988,289.730011
291.209991,291.5,287.899994,290.01001
290.429993,291.049988,285.619995,286.209991
283.869995,285.279999,279.73999,280.929993
280.359985,283,279.329987,281.579987
281.450012,285.980011,280,283.980011
284.589996,284.869995,280,280.980011
284.730011,291.390015,284.170013,288.799988
288.329987,295.230011,287.579987,293.640015
293.630005,297,292.709991,294.100006
295.329987,298.880005,290.799988,295.859985
297.220001,299.959991,296.600006,299.709991
300.549988,301,297.220001,300.359985
298.910004,301.859985,297.839996,299.640015
299.390015,302,297.660004,298.859985
300.140015,300.220001,296.200012,297.920013
299.820007,301,295.26001,296.059998
297.630005,304.649994,296.01001,304.170013
304.059998,312.73999,302.910004,312.029999
313.769989,314.540009,311.040009,312.059998
312.540009,320.570007,312.410004,316.339996
314.01001,315.899994,308.769989,311.48999
312.429993,318.079987,311.279999,314.130005
