66.239998,69.370003,65.269997,68.540001
68.349998,69.870003,67.25,69.580002
69.639999,69.739998,67.529999,68.629997
68.559998,69.290001,66.68,66.980003
67.370003,71.709999,67,71.349998
70.970001,73.910004,70.129997,71.25
71.400002,71.910004,69.239998,70.099998
70.389999,70.889999,69.080002,69.959999
71.360001,75.610001,70.699997,75.580002
74.849998,75,72.309998,72.809998
73.089996,73.949997,69.839996,72.400002
73.470001,74.980003,72.639999,73.690002
71.610001,72.290001,70.099998,70.519997
70.400002,71.669998,69.75,71.440002
72.610001,74.5,72.120003,73.440002
73.019997,75.089996,71.709999,73.5
73.629997,77.239998,73.440002,76.339996
76.419998,78.32,75.5,78.169998
77.260002,78.360001,76,77.989998
76.970001,77.080002,74.879997,75.510002
75.93,77.110001,74.57,76.980003
77.510002,80,77.260002,79.769997
79.839996,79.970001,77.849998,78.940002
78,79.459999,76.940002,77.220001
75.5,75.809998,73.510002,74.709999
75.330002,77.480003,75.160004,77.25
76.779999,78.720001,75.879997,78.050003
78.440002,79.790001,76.830002,77.57
77.330002,79.099998,77.290001,78.739998
78.169998,82.18,77.809998,79.199997
81.330002,82.059998,79.080002,80.610001
82.029999,86.68,80.730003,84.459999
83.879997,84.980003,82.209999,83.120003
82.68,85.349998,82.400002,82.400002
82.989998,82.989998,79.260002,79.790001
80.93,82.669998,79.889999,80.519997
80.379997,80.379997,77.849998,78.959999
80.260002,81.349998,78.849998,79.769997
81.010002,82,80.190002,81.900002
82.879997,83.599998,79.660004,81.989998
82.730003,82.75,77.879997,79.279999
79.690002,80.230003,76.309998,77.949997
76.800003,79.849998,76.010002,78.610001
78.699997,78.970001,76.529999,77.93
76.25,76.650002,74.010002,74.190002
73.790001,76.059998,73.309998,75.110001
74.540001,76.209999,73.419998,73.599998
73.959999,75.959999,73.099998,75.949997
75.43,78.959999,75.120003,77.870003
78.5,81.110001,77.419998,77.970001
76.75,77.970001,75.400002,75.959999
76.099998,77.040001,75.019997,75.639999
75.029999,78.480003,74.550003,78.389999
78.510002,79.5,76.75,77.099998
77.699997,79.099998,75.879997,77.650002
77.720001,78.010002,76.400002,77.989998
78.209999,84.800003,77.489998,83.050003
82.419998,85.449997,82.099998,84.93
83.309998,85.709999,83.129997,85.68
85.419998,86.400002,84.57,85.519997
86.290001,87.949997,85.300003,87.559998
86.75,87.18,85.110001,86.360001
86.93,87.669998,86.169998,87.080002
87.580002,88.559998,84.830002,86.589996
86.300003,87.489998,85.050003,85.690002
85.029999,85.199997,82.010002,84.080002
82.830002,83.300003,81,83.18
83.699997,83.949997,81.279999,82.150002
82.5,84.300003,80.639999,82.650002
82.809998,82.949997,81,81.599998
82.150002,83.459999,81.5,82.959999
82.410004,82.43,78.559998,79.150002
78.970001,79.099998,76.25,77.68
78,80.529999,77.800003,79.269997
79.099998,82.230003,79.029999,82.199997
81.900002,84.139999,81.129997,83.879997
83.870003,84.199997,82.410004,83.029999
83.620003,84.919998,82.470001,83.660004
84.419998,84.5,81.370003,81.599998
81.110001,81.370003,78.510002,79.32
78.449997,78.889999,76.540001,78.099998
78.529999,78.690002,75.410004,75.629997
76.459999,77.93,75.699997,77.360001
78.25,78.540001,76.82,78.099998
77.519997,78.82,76.169998,77.629997
78.07,81.650002,78.010002,81.470001
81.480003,82.419998,80.419998,81.949997
83,84.639999,82.779999,84.550003
84.419998,86.239998,83.720001,86.110001
85.800003,86.5,85.199997,85.849998
86.269997,88.879997,86.260002,88.230003
88.519997,89.010002,87.400002,89.010002
88.650002,89.230003,87.779999,88.790001
89.839996,94.400002,89.589996,93.870003
87.599998,88.900002,85.5,86.489998
86.239998,86.489998,83.559998,84.239998
83.839996,85.639999,82.599998,84.980003
84.470001,85.5,83.519997,84.339996
85.639999,87.25,85.169998,86.089996
85.760002,86.75,84.620003,85.760002
86.559998,88.199997,86.559998,87.440002
87.480003,87.480003,84.93,85.800003
85.639999,85.75,83.019997,84.290001
84.309998,84.839996,83.050003,84.470001
84.099998,85.959999,84.099998,85.32
85.010002,85.470001,83.269997,84.440002
83.639999,84.400002,82.449997,83.559998
83.419998,86.599998,83.379997,85.959999
85.720001,86.370003,84.07,84.599998
84.110001,84.169998,82.779999,83.580002
81.160004,81.779999,80.25,81.059998
81.410004,82.690002,80.790001,82.120003
80.910004,83,80.489998,83
82.980003,84.349998,82.660004,84.089996
84.779999,85.059998,83.540001,85
85.169998,85.589996,84.239998,84.5
84.660004,86.339996,83.949997,84.190002
84.099998,84.760002,83.379997,84
84.010002,84.849998,83.139999,84.309998
84.779999,84.989998,82.57,82.760002
81.93,81.949997,80.349998,81.190002
80.739998,82.419998,79,79.160004
79.040001,80.150002,77.800003,78.139999
78.389999,78.959999,77.510002,78.459999
78.269997,79.779999,77.629997,78.870003
79.860001,81.040001,78.870003,80.900002
80.599998,82.629997,80.5,82.239998
82.330002,84.07,82.300003,83.849998
84.440002,84.900002,83.760002,84.540001
83.809998,84.57,83.459999,83.860001
84.169998,84.410004,82.790001,83.550003
85.910004,90.980003,85.900002,90.699997
90.75,91.190002,89,90.440002
90.739998,91,89.470001,90.279999
89.690002,90.760002,88.480003,90.559998
91.459999,94.190002,91.099998,93.75
92.82,94.5,92.220001,92.379997
92,92.709999,90.769997,92.110001
91.440002,92.25,89.75,90.519997
91.040001,92.809998,90.599998,92.209999
91.959999,92.330002,90.099998,91.720001
92.260002,94.169998,91.43,93.360001
92.5,92.900002,90.370003,91.040001
90.050003,91.139999,89.580002,89.849998
90.25,90.93,88.269997,88.669998
89.330002,91.080002,88.400002,90.910004
91.5,94.480003,91.150002,93.970001
94.800003,96.720001,94.230003,95.220001
95,95.949997,94.260002,95.709999
96.169998,96.25,93.07,93.599998
93.830002,95.25,93.68,94.830002
96.220001,97.82,96.019997,97.459999
95.129997,97.059998,95.080002,96.010002
95.300003,96.120003,93.610001,95.32
95.349998,96.279999,94.25,94.68
95.910004,96.099998,94.269997,94.980003
95.269997,96.629997,92.910004,93.419998
93.660004,94.099998,91.699997,93.449997
111.050003,119.650002,110.620003,118.489998
119.209999,125.68,118.489998,124.639999
122.93,124.260002,119.419998,122.07
121.57,125.120003,120.760002,121.639999
123.900002,124.300003,120.120003,122.580002
121.970001,122.900002,118.209999,118.809998
118.660004,119.5,116.709999,118.839996
117.669998,118.879997,116.629997,118.370003
119,119.25,116.760002,117.099998
117.459999,120.949997,116.25,120.610001
123,126.980003,122.669998,126.199997
127.110001,128.320007,125.589996,126.669998
126.800003,130.610001,126,130.149994
131.080002,131.309998,128.330002,129.910004
129.979996,132.149994,129.979996,130.529999
131.160004,132.990005,129.75,132.970001
132.119995,134.559998,130.979996,131.589996
131.399994,131.850006,129.320007,131.25
130.899994,131.410004,129.529999,131.289993
130.539993,130.539993,128.479996,128.990005
127.760002,129.990005,127.410004,129.660004
131.050003,133,131,133
133.570007,134.330002,132.220001,132.940002
133.309998,134.199997,132.399994,134.029999
130.300003,133,129.880005,131.740005
132.190002,136.080002,132.160004,135.910004
136.940002,139.350006,135.75,138.5
139.149994,142.669998,138.960007,142.25
143.619995,145.910004,140.770004,141.169998
143.419998,143.449997,135.110001,137.580002
138,139,133.839996,134.210007
134.300003,136.080002,132.869995,134.110001
134.600006,134.710007,129.820007,131.309998
132.410004,136.190002,132.399994,135.380005
136.070007,136.289993,133.199997,134.149994
132.5,132.610001,129.350006,131.380005
130.759995,132.460007,129.589996,130.229996
130.929993,131.449997,127.650002,128.360001
129.360001,130.080002,126.900002,126.910004
127.910004,128.789993,125.650002,128.479996
130.479996,133.199997,130.190002,132.789993
133.759995,135.990005,132.649994,133.75
134.800003,139.050003,134.350006,138.940002
139.199997,139.699997,137.539993,138.470001
139.75,141.979996,138.529999,139.309998
141.289993,142.580002,138.550003,139.410004
138.399994,138.399994,135.279999,136.490005
137.089996,137.279999,134.520004,134.520004
136.25,136.610001,133.139999,133.899994
133.429993,135.479996,131.809998,134.690002
134.600006,134.729996,131.649994,132.25
132.009995,132.320007,128.800003,130
130.559998,133.679993,129.029999,133.520004
132.619995,132.800003,129.210007,130.309998
128.990005,129.820007,126.550003,127.349998
127.900002,129.710007,125.75,129.110001
129.139999,130.380005,126.400002,127.349998
129.179993,129.649994,127.059998,127.139999
126.309998,128,124.330002,127.610001
127.129997,129.199997,125.080002,125.779999
127.260002,128.149994,125,126.620003
125.599998,127.669998,120.760002,121.43
122.099998,122.279999,118.120003,120.309998
120.559998,122.980003,119.059998,119.480003
121.029999,123.330002,118.800003,122.75
124.43,127.199997,122.800003,126.029999
129.770004,131.850006,124.139999,125.410004
123.18,124.860001,113.82,118.870003
118.790001,118.980003,114.400002,118.120003
117.120003,119.610001,116.559998,119.099998
118.639999,120.330002,115.739998,115.940002
115.879997,117.650002,114.099998,117.389999
119.379997,121,116.559998,116.830002
118.199997,119.089996,117,118.029999
118,118.610001,116,117.360001
117.209999,120.419998,116.5,120.089996
118.989998,119.940002,117.5,119.660004
120.059998,120.5,117.18,117.529999
117.07,117.129997,115.550003,116.309998
115.839996,118.510002,114.82,118.080002
117.910004,119.089996,117,117.519997
117.370003,118.970001,116.18,118.010002
118.010002,119.25,116.510002,117.239998
117.959999,119.800003,117.150002,119.720001
118.169998,118.339996,115.849998,118.199997
117.879997,119.43,117,118.400002
118.699997,124.660004,117.529999,124.540001
125.010002,127.349998,124.800003,125.529999
125.400002,126.940002,124.43,125.889999
125.980003,128.850006,125.57,128.529999
129.130005,129.449997,127.07,128.910004
128.300003,130.850006,127.709999,130.110001
129.589996,130.809998,127.970001,128.820007
129.110001,131.169998,128.479996,130.509995
130.449997,133.619995,130.360001,133.580002
134.199997,134.199997,131.179993,131.820007
131.699997,132,128.630005,131.130005
131.240005,132.289993,130.5,131.789993
132.410004,132.690002,131.220001,131.339996
131.020004,132.850006,130.440002,132.759995
133.710007,133.710007,129.660004,130.350006
130.199997,130.960007,128.639999,130.470001
130.889999,130.940002,128.070007,129.259995
128.639999,129.399994,127.199997,128.039993
129.139999,136.910004,128.039993,134.729996
134.899994,136.990005,133.759995,135.059998
